,kidney loop of Henle ascending limb epithelial cell,kidney loop of Henle ascending limb epithelial cell_gini
1436,Erh,8.672215337927513e-05
1437,Eri3,3.0378029266721495e-05
1438,Erlec1,2.7408905061053652e-05
1439,Erp29,7.208212035844423e-05
1440,Erp44,6.421173890387507e-05
1441,Errfi1,0.00021103423787328834
1442,Esam,0.0017780934915546547
1443,Esd,0.00014875264792946956
1444,Esm1,0.000559036842925736
1445,Esrra,3.335247626046095e-05
1446,Esyt1,2.0402639563456454e-05
1447,Etf1,8.95584053754055e-06
1448,Etfa,0.00012389875793405612
1449,Etfb,0.0002339956156010388
1450,Ethe1,0.00010790378189845325
1451,Etnk1,4.626860237001607e-05
1452,Ets1,0.0008631771367044262
1453,Ets2,7.483409056792917e-05
1454,Etv1,4.641043218978992e-05
1455,Evi2a,0.00015010886142792932
1456,Evi2b,5.092603632309894e-05
1457,Evi5,4.844567463674193e-05
1458,Ewsr1,8.494033410216069e-05
1459,Exoc2,8.827712293035477e-05
1460,Exosc10,4.445193172021747e-05
1461,Exosc2,5.29860792782018e-05
1462,Exosc3,8.462625950300831e-05
1463,Exosc5,4.632560751162138e-05
1464,Exosc6,2.485156640745588e-05
1465,Exosc7,5.5515748959672716e-05
1466,Ext2,0.0001189158196500991
1467,Ezr,0.00015842557393070249
1468,F11r,0.00013274291523230936
1469,Fabp3,0.0009336004149290085
1470,Fabp4,0.0029321245236541105
1471,Fabp5,6.610012115342314e-05
1472,Fads2,4.2273239013512006e-05
1473,Fads3,4.820658329106325e-05
1474,Faf2,2.3689343481780815e-05
1475,Fah,0.0003099260408814742
1476,Fahd1,0.0001359220416344756
1477,Fahd2a,4.698005827704437e-05
1478,Faim3,0.00032350488748728284
1479,Fam100a,4.254708874861963e-05
1480,Fam101b,0.00010617830709949408
1481,Fam102a,0.00010865765648842382
1482,Fam103a1,6.898776277670357e-05
1483,Fam105a,0.00020726414611059435
1484,Fam105b,4.0505808199651124e-05
1485,Fam108a,7.889495722787512e-05
1486,Fam108c,4.225396725536407e-05
1487,Fam110a,2.1088131139315165e-05
1488,Fam114a2,4.887871577316939e-05
1489,Fam117b,0.00013133467778868988
1490,Fam118b,4.087393743551385e-05
1491,Fam120a,5.562487735102019e-05
1492,Fam125a,3.98540459575155e-05
1493,Fam129a,5.750710865747724e-05
1494,Fam129c,3.1256510661858814e-05
1495,Fam134a,8.20626356257223e-05
1496,Fam134b,6.803265936988287e-05
1497,Fam13a,4.6592040535177256e-05
1498,Fam149a,3.946845297438404e-05
1499,Fam149b,5.3324791352265014e-05
1500,Fam151a,7.468108567042945e-05
1501,Fam162a,7.547730310825759e-05
1502,Fam164a,2.882179394230465e-05
1503,Fam167b,0.00025892219046623016
1504,Fam168b,6.224711618686077e-05
1505,Fam171a1,2.871917135394824e-05
1506,Fam173a,5.385949289597492e-05
1507,Fam174a,5.842011878154545e-05
1508,Fam176b,2.5052537546581852e-05
1509,Fam189b,3.472047706173463e-05
1510,Fam192a,2.953518650754229e-05
1511,Fam195a,7.959483961161818e-05
1512,Fam195b,5.32363117968029e-05
1513,Fam20c,2.1021958749206857e-05
1514,Fam32a,5.2552933082549066e-05
1515,Fam36a,5.074119632182817e-05
1516,Fam3c,3.1730599464510715e-05
1517,Fam43a,1.7412864683237184e-05
1518,Fam46a,3.9454071740753175e-05
1519,Fam46c,7.68845595762572e-05
1520,Fam49b,0.00011711547675031995
1521,Fam54b,5.478907935338591e-05
1522,Fam60a,2.7601421133362858e-05
1523,Fam63a,3.448591092237061e-05
1524,Fam63b,5.359245795006604e-05
1525,Fam69a,1.8109059632029257e-05
1526,Fam81a,5.131813839548798e-05
1527,Fam89b,4.410548185906551e-05
1528,Fam96a,8.375482108243902e-05
1529,Fam96b,2.7606512271593607e-05
1530,Farsa,2.3703149451293748e-05
1531,Farsb,4.9932390273025996e-05
1532,Fas,0.00018118997508667772
1533,Fasl,0.00026762895023573337
1534,Fastk,3.062084577116071e-05
1535,Fau,0.0001861022712037993
1536,Fbl,4.2160273756461235e-05
1537,Fbln1,7.92292780063023e-05
1538,Fbln5,0.00011772050016893194
1539,Fbn1,0.00012573671524945948
1540,Fbp1,0.0023297977274224684
1541,Fbxl5,2.1594761328097838e-05
1542,Fbxo22,2.4012159600327898e-05
1543,Fbxo44,4.238512718599623e-05
1544,Fbxw11,5.509596696051644e-05
1545,Fbxw2,6.006542087707271e-05
1546,Fcer1g,0.003205011105317238
1547,Fcf1,4.1294757743117785e-05
1548,Fcgbp,0.0001698200821242334
1549,Fcgr1,1.012699377056207e-05
1550,Fcgr2b,0.00023622112014734558
1551,Fcgr3,0.0006455803856787909
1552,Fcgr4,0.000670608349619155
1553,Fcgrt,0.00010206640218014437
1554,Fcrls,0.00011226316696957904
1555,Fdft1,7.016006893318612e-05
1556,Fdps,0.00010575618552849751
1557,Fech,6.912966217773576e-05
1558,Fermt2,4.640650013609418e-05
1559,Fermt3,7.039408287279136e-05
1560,Fez1,3.073984315061752e-05
1561,Fez2,5.276648697344092e-05
1562,Fgd5,0.00010204455415935831
1563,Fgf1,6.520705781236933e-05
1564,Fgfr1,0.0002557105492080695
1565,Fgfr1op2,4.555005255486078e-05
1566,Fgl2,3.9962983405356735e-05
1567,Fgr,0.00015612451299183748
1568,Fh1,8.808963990732539e-05
1569,Fhl1,0.0001360078553897745
1570,Fibp,2.351696188804557e-05
1571,Fign,2.7644697250035715e-05
1572,Filip1l,4.4401213086231755e-05
1573,Fis1,0.00016452367111462426
1574,Fitm1,6.21078227098429e-05
1575,Fkbp1a,0.00013693924769832887
1576,Fkbp2,0.00012617532481359306
1577,Fkbp3,7.802665984212869e-05
1578,Fkbp4,0.00015448456248566198
1579,Fkbp8,0.00011081257648936004
1580,Fkbp9,4.782507247355752e-05
1581,Fkrp,1.9641497205611427e-05
1582,Fli1,5.309537164978924e-05
1583,Flna,5.712330572036492e-05
1584,Flnb,4.032245059172079e-05
1585,Flot1,7.30443647787479e-05
1586,Flot2,1.106531927698799e-05
1587,Flrt1,5.978905436693078e-05
1588,Flt1,0.005316590845762362
1589,Flt4,0.0006128394298864331
1590,Fmnl1,6.0866863670217825e-05
1591,Fmnl3,1.590602304706573e-05
1592,Fmo1,0.00038446930788505466
1593,Fmo2,0.00014399333449329802
1594,Fmo5,0.00013257726181319646
1595,Fn1,0.00013256292706145657
1596,Fn3k,3.559758768550368e-05
1597,Fnbp1,0.00014029318071712875
1598,Fnta,8.086958832981884e-05
1599,Folh1,0.00014484042262299086
1600,Folr1,0.00016021437200265166
1601,Fos,0.0003501765655839983
1602,Fosb,4.270534910225414e-05
1603,Foxn3,9.933418548902612e-05
1604,Foxo1,4.66486968108222e-05
1605,Foxp1,0.00012215913252237152
1606,Foxq1,6.254047592696482e-05
1607,Fpgs,3.715399960827337e-05
1608,Frg1,4.3341716961073834e-05
1609,Frmd6,2.7757240571193627e-05
1610,Frrs1,3.68158705247067e-05
1611,Fstl1,0.0001894994629411189
1612,Fth1,0.001020293231753763
1613,Ftl1,0.0012691463650277388
1614,Ftsj3,9.83092105511187e-05
1615,Fubp1,4.027430229659823e-05
1616,Fuca1,0.00012261200142482486
1617,Fuca2,7.264411603019758e-05
1618,Fundc1,3.511869561713307e-05
1619,Fundc2,0.00010016493948730276
1620,Fus,6.577662727792745e-05
1621,Fut9,0.00030340262167566904
1622,Fxr1,3.616025631609735e-05
1623,Fxyd1,0.0002221373421186577
1624,Fxyd2,0.0023813028732911573
1625,Fxyd5,0.0019161526662055102
1626,Fyb,0.0006060396890178669
1627,G0s2,7.407594968248601e-05
1628,G3bp1,8.102014734690697e-05
1629,G3bp2,8.422142614716185e-05
1630,G6pc,0.0005323503960728583
1631,G6pdx,3.522161283115218e-05
1632,Gaa,5.445789848375237e-05
1633,Gabarap,0.00014102323965981277
1634,Gabarapl1,0.0005299283932907018
1635,Gabarapl2,9.71469252175051e-05
1636,Gadd45b,4.332981235474867e-05
1637,Gadd45g,6.974818590037239e-05
1638,Gadd45gip1,8.70618810474883e-05
1639,Gak,4.52033205721327e-05
1640,Galm,1.6291186188425883e-05
1641,Galns,0.00014482627736480828
1642,Galnt1,3.228606478636836e-05
1643,Galnt11,0.00011569673470399848
1644,Galnt14,1.7328664740600852e-05
1645,Galt,2.0210460605746975e-05
1646,Gamt,4.6853996217791854e-05
1647,Ganab,3.591098247799053e-05
1648,Gapdh,0.0003542082328757529
1649,Gars,6.99605238379799e-05
1650,Gas1,9.869619619359008e-05
1651,Gas2,0.00015879644324610237
1652,Gas5,6.916029588577036e-05
1653,Gas6,0.00013808569464389222
1654,Gas7,7.694948220791503e-05
1655,Gata2,0.00011105659559789703
1656,Gata3,0.00014471487080993018
1657,Gatad1,0.00010786236436790217
1658,Gatad2a,2.625348604494353e-05
1659,Gatm,0.007889427092650841
1660,Gba,1.8835053591884912e-05
1661,Gbas,0.00011302784807096456
1662,Gbp2,4.2491743584344736e-05
1663,Gbp7,0.0001321214449505388
1664,Gcap14,9.496040153648279e-05
1665,Gcat,8.586027571431779e-05
1666,Gcc2,1.8490350369394367e-05
1667,Gcdh,5.262173592926442e-05
1668,Gcg,4.858945452498041e-05
1669,Gchfr,1.0357929368505513e-05
1670,Gclc,0.00016764849895804714
1671,Gclm,0.00013070126644356572
1672,Gcnt1,0.00015526960564250577
1673,Gcsh,7.358059747221128e-05
1674,Gde1,8.68491243554986e-05
1675,Gdi1,3.356663236358291e-05
1676,Gdi2,0.00012316933248416462
1677,Gem,0.00010139274708516247
1678,Gemin7,4.479367420051868e-05
1679,Gfpt2,6.094006985606137e-05
1680,Gga2,3.362115466796991e-05
1681,Ggh,6.34945464559617e-05
1682,Ggnbp2,4.3725003976760834e-05
1683,Ggt1,0.0007376789173261097
1684,Ghitm,0.0002616036344359228
1685,Ghr,8.776032680774162e-05
1686,Gimap1,0.0003353609060728901
1687,Gimap3,0.001164859983871358
1688,Gimap4,0.0011078982781026487
1689,Gimap5,0.0006792318501050562
1690,Gimap6,0.002822414475120538
1691,Gimap7,0.00011930040020483813
1692,Gimap8,2.5395510956543904e-05
1693,Gimap9,7.66392103547243e-05
1694,Gipc1,4.143800214495706e-05
1695,Gipc2,5.273463555422074e-05
1696,Gja1,0.00020918125381846084
1697,Gjc1,1.3256699741733928e-05
1698,Glb1,4.675795327731222e-05
1699,Gldc,0.00044228677570531185
1700,Glg1,4.271468715454691e-05
1701,Glipr1,4.2882125428551016e-05
1702,Glipr2,4.787906288065829e-05
1703,Glo1,4.6147254933076525e-05
1704,Glod4,5.6341012899624716e-05
1705,Glrx3,3.711816612494464e-05
1706,Glrx5,6.076579931720191e-05
1707,Gls,2.0136143983851143e-05
1708,Glt8d1,7.425752147329886e-05
1709,Gltp,8.768742927388005e-05
1710,Gltpd1,9.541338047659729e-05
1711,Gltscr2,0.00010852971446299161
1712,Glud1,0.00011732006192393714
1713,Glul,0.00019946760707532474
1714,Glyat,0.0006045277057300984
1715,Glyctk,7.752645926778472e-05
1716,Glyr1,3.153419959685396e-05
1717,Gm10516,1.4219108777510905e-05
1718,Gm10639,4.785887936638654e-05
1719,Gm11428,0.0010636838957917096
1720,Gm15421,3.631670201455359e-05
1721,Gm16517,4.556715999401382e-05
1722,Gm16861,0.000184487670094169
1723,Gm1821,0.00033006207987116735
1724,Gm20594,9.430684997941049e-05
1725,Gm2382,3.984732818032767e-05
1726,Gm2a,0.0002399805944723231
1727,Gm3258,5.150842452899625e-05
1728,Gm4902,2.883440427462557e-05
1729,Gm5148,0.00011176757120119782
1730,Gm5506,0.0001297682497230821
1731,Gm561,3.9295062196337506e-05
1732,Gm5820,2.7760526067846354e-05
1733,Gm608,1.7527428643459337e-05
1734,Gm6548,6.258565446026192e-05
1735,Gm6682,3.853725530694875e-05
1736,Gm6981,0.00015867556987546295
1737,Gm7092,6.713136756141742e-05
1738,Gm9320,3.244663165050678e-05
1739,Gmfg,0.00010034075994350842
1740,Gmpr,4.6226851416432834e-05
1741,Gmps,4.708202378703044e-05
1742,Gna11,6.131217256327087e-05
1743,Gna15,4.317085341700298e-05
1744,Gnai2,0.0005083463295315445
1745,Gnai3,3.3590562265329716e-05
1746,Gnaq,5.442627606572688e-05
1747,Gnas,0.00024141348138851653
1748,Gnb1,0.00054634415801454
1749,Gnb2,0.00010352158586289554
1750,Gnb2l1,0.000258721772583425
1751,Gne,2.1925980059296946e-05
1752,Gng10,7.048893477690735e-05
1753,Gng11,0.0014792517849967388
1754,Gng12,8.870296892683443e-05
1755,Gng2,2.962034339641919e-05
1756,Gng5,0.00019147621146878296
1757,Gngt2,0.00031542292354383493
1758,Gnl3,3.8396977402390254e-05
1759,Gnpda1,4.7489434414455294e-05
1760,Gnpnat1,1.630269072074409e-05
1761,Gnptg,3.0949245715967204e-05
1762,Gns,8.584661389909676e-05
1763,Golgb1,3.9933119200473865e-05
1764,Golm1,3.828344321941614e-05
1765,Golt1b,2.7756463847999208e-05
1766,Gorasp2,8.511965000222871e-05
1767,Gosr2,3.111459845625573e-05
1768,Got1,0.0001252070513265319
1769,Got2,0.00010243921598241633
1770,Gp49a,0.00012433765415248232
1771,Gpaa1,5.762346858357625e-05
1772,Gpatch4,1.7036113880980303e-05
1773,Gpc3,2.7487830643501803e-05
1774,Gpc4,9.995824551270467e-05
1775,Gpd1,0.00012277091502682855
1776,Gpi1,0.00018598833658167933
1777,Gpihbp1,0.0009554143185153562
1778,Gpm6b,5.49864633241522e-05
1779,Gpr108,4.7722278121424066e-05
1780,Gpr116,0.004006825023754074
1781,Gpr133,2.563156366754162e-05
1782,Gpr137b,5.1486373206863716e-05
1783,Gpr137b-ps,9.1347370813135e-05
1784,Gpr160,5.1977097767085186e-05
1785,Gpr171,4.405821324397792e-05
1786,Gpr183,3.3047447366260685e-05
1787,Gpr34,3.514705099509082e-05
1788,Gpr56,6.960429590423333e-05
1789,Gpr65,7.978216351704154e-05
1790,Gpr77,2.515853146959813e-05
1791,Gprc5c,3.2899227138994514e-05
1792,Gps2,4.572270062224528e-05
1793,Gpx1,0.0009656278021556264
1794,Gpx2,1.9936183106606914e-05
1795,Gpx3,0.008638393077700377
1796,Gpx4,0.0002525307801492578
1797,Gpx6,0.0010068147452571405
1798,Gpx8,4.2801899181220014e-05
1799,Gramd1a,2.647010867923575e-05
1800,Gramd3,3.0405623932756478e-05
1801,Grap,5.677741121405063e-05
1802,Grb14,1.7024136913378097e-05
1803,Grb2,9.987115309441856e-05
1804,Grcc10,9.401235863076425e-05
1805,Grhpr,5.631812694792926e-05
1806,Grina,0.00010263490745357137
1807,Grk6,5.970685165519482e-05
1808,Grn,0.00022644173382325102
1809,Grpel1,6.85822547599439e-05
1810,Grrp1,2.4349498893391293e-05
1811,Grsf1,3.931649118337868e-05
1812,Gsk3b,8.730155855252815e-05
1813,Gsn,0.0008512405881246836
1814,Gsr,0.000151609639194588
1815,Gss,0.0001371768232478907
1816,Gsta2,0.0030794423302839212
1817,Gsta3,4.13255898271277e-05
1818,Gsta4,0.0001441256778411595
1819,Gstk1,2.8888889871108063e-05
1820,Gstm1,0.0006988461658131077
1821,Gstm2,9.331654023570224e-05
1822,Gstm5,0.00010191893845758738
1823,Gsto1,0.00020383046281821212
1824,Gstp1,0.00014143652394254828
1825,Gstt1,0.00014146517421776892
1826,Gstt2,8.746169743202738e-05
1827,Gstt3,0.0001226738906443748
1828,Gstz1,9.667075406074755e-05
1829,Gtf2a2,3.784204850784666e-05
1830,Gtf2i,5.775213119455303e-05
1831,Gtf3c1,2.4077566702737146e-05
1832,Gtf3c2,2.934783132038047e-05
1833,Guca2a,9.381219836582827e-05
1834,Guca2b,0.0018208192803290777
1835,Gucy1a3,7.809093975417158e-05
1836,Guk1,4.5093590774867276e-05
1837,Gusb,5.7947164666605166e-05
1838,Gyk,3.645255760566044e-05
1839,Gzma,6.812800226217102e-05
1840,Gzmb,0.00018202334164750235
1841,Gzmk,4.827106667859654e-05
1842,H13,9.237008341525123e-05
1843,H1f0,7.476028996836923e-05
1844,H2-Aa,0.0025819775408666454
1845,H2-Ab1,0.002342112339922797
1846,H2-D1,0.004245343904776672
1847,H2-DMa,0.0006273511245078271
1848,H2-DMb1,0.0012847504093517544
1849,H2-DMb2,4.1358257406982264e-05
1850,H2-Eb1,0.002563204021521211
1851,H2-K1,0.003597985952307006
1852,H2-Ke2,6.120135757575436e-05
1853,H2-Ke6,8.671506649569124e-05
1854,H2-Ob,7.90767906444141e-05
1855,H2-Q4,0.00010508826179702963
1856,H2-Q6,0.00041757014645709014
1857,H2-Q8,4.3386365826779007e-05
1858,H2-T23,0.00028354661958930036
1859,H2afj,0.0001740838090809535
1860,H2afv,6.619890518873891e-05
1861,H2afx,5.361398516040536e-05
1862,H2afy,0.00014692838335652624
1863,H2afz,0.00018841432682442018
1864,H3f3a,0.00018536404133670043
1865,H3f3b,0.0003498852412382305
1866,H47,7.143612763333619e-05
1867,Haao,7.230403404269267e-05
1868,Habp2,4.07599852020245e-05
1869,Hadh,0.0001696409650406414
1870,Hadha,4.4070857361127666e-05
1871,Hadhb,0.00012929985688235553
1872,Hagh,0.0001235275783568108
1873,Haghl,2.6430841104108125e-05
1874,Hao2,0.0001752299178280719
1875,Hars,4.091614808163491e-05
1876,Haus8,1.6951138008175784e-05
1877,Hax1,5.312816851637077e-05
1878,Hba-a1,0.0001250951678566985
1879,Hbb-b1,0.00014160065477199438
1880,Hbegf,6.397339054476849e-05
1881,Hbp1,5.796273953731225e-05
1882,Hbxip,8.42436224661412e-05
1883,Hcfc1r1,6.228825094596875e-05
1884,Hck,0.0006857323403503967
1885,Hcls1,0.000416101544493446
1886,Hcst,0.000799761049669251
1887,Hdac1,5.598292505209704e-05
1888,Hddc3,9.760813350710162e-05
1889,Hdgf,7.879895945011116e-05
1890,Hdgfrp2,4.819119757105804e-05
1891,Hdlbp,5.1174249155915987e-05
1892,Hebp1,4.5436751985371884e-05
1893,Hectd1,5.247616147290891e-05
1894,Heg1,0.00027190614662952925
1895,Herpud1,0.00013542435694445052
1896,Herpud2,7.122343509108522e-05
1897,Hes1,5.3836843644021624e-05
1898,Hexa,0.00034808126471703825
1899,Hexb,0.0002852873495438322
1900,Hexim1,5.043631384170168e-05
1901,Hfe,4.282765898053781e-05
1902,Hgd,0.0001211444497358745
1903,Hibadh,0.00020450035469405094
1904,Hif1a,5.185163883481419e-05
1905,Higd1a,0.0002332582032359643
1906,Higd2a,0.00013581033004286886
1907,Hilpda,6.935645054353104e-05
1908,Hint1,0.0001714144747738867
1909,Hint2,0.00010982048936829104
1910,Hipk1,2.822913063926062e-05
1911,Hipk2,4.8851682615997626e-05
1912,Hist1h1c,0.00010967903029949159
1913,Hist1h2ae,3.4526237536862766e-05
1914,Hist1h2ao,7.619036090901124e-05
1915,Hist1h2bc,0.00012858289226823277
1916,Hist1h4d,4.5817870650808073e-05
1917,Hist3h2a,2.452368562395412e-05
1918,Hivep2,3.7544504022248944e-05
1919,Hk1,0.00012264661566836735
1920,Hk2,3.32602426954195e-05
1921,Hlf,3.242821358371605e-05
1922,Hmbs,2.423538632112623e-05
1923,Hmgb1,0.00018157742716099233
1924,Hmgb2,9.235985275258037e-05
1925,Hmgb3,3.43684473346574e-05
1926,Hmgcl,5.794238759976251e-05
1927,Hmgcs1,8.189184764688792e-05
1928,Hmgcs2,7.119340525547216e-05
1929,Hmgn1,0.0001175095142780895
1930,Hmgn2,0.00018072546549330418
1931,Hmha1,0.0002791960126234627
1932,Hmox1,3.320597167468396e-05
1933,Hn1,0.00015480068460999637
1934,Hnf1b,0.00011149552561310674
1935,Hnf4a,0.00019045776788523207
1936,Hnrnpa0,5.78830989834113e-05
1937,Hnrnpa2b1,0.00019287438821749707
1938,Hnrnpab,0.00012735839692182423
1939,Hnrnpc,0.00011809551482878319
1940,Hnrnpd,5.619872870034484e-05
1941,Hnrnpf,0.00021737346318815193
1942,Hnrnph1,4.725631659144485e-05
1943,Hnrnph2,3.763237918428513e-05
1944,Hnrnpk,0.00013208961743989755
1945,Hnrnpl,7.855154156127232e-05
1946,Hnrnpm,6.437741488531414e-05
1947,Hnrnpr,5.432950277084635e-05
1948,Hnrnpu,0.00013528624678525402
1949,Hnrnpul1,2.628853300118042e-05
1950,Hnrnpul2,4.567087067334163e-05
1951,Hnrpdl,4.3036749914643166e-05
1952,Hook1,3.509897075061916e-05
1953,Hook2,9.846392797342843e-05
1954,Hopx,4.775132926623842e-05
1955,Hoxa10,3.807697550012769e-05
1956,Hoxd8,0.00023998435531883617
1957,Hoxd9,9.241224790669186e-05
1958,Hp,5.991715655930875e-05
1959,Hp1bp3,7.271575462732768e-05
1960,Hpcal1,0.00013585413171432107
1961,Hpd,4.3456962609342075e-05
1962,Hpgd,9.5073200430928e-05
1963,Hpgds,4.7170938762094194e-05
1964,Hpn,0.00011125625976980261
1965,Hprt,0.00010687783962437662
1966,Hras1,4.7270358423772934e-05
1967,Hrsp12,0.0014957541461790543
1968,Hs6st1,3.1356910162543094e-05
1969,Hsbp1,0.00010518856347489936
1970,Hsd11b1,0.00012781575800166855
1971,Hsd11b2,6.016710657760413e-05
1972,Hsd17b10,8.702924644632783e-05
1973,Hsd17b11,7.598461140101564e-05
1974,Hsd17b12,6.242544139536302e-05
1975,Hsd17b2,3.410370055461298e-05
1976,Hsd3b2,2.1181816722221343e-05
1977,Hsd3b4,2.014319889714909e-05
1978,Hsd3b7,4.9497597834099707e-05
1979,Hsf2,1.0095192585556806e-05
1980,Hsp90aa1,0.00021035849205814155
1981,Hsp90ab1,0.00029877904576605885
1982,Hsp90b1,0.0001631118800711662
1983,Hspa14,2.928365710498076e-05
1984,Hspa1a,0.00011461500025650578
1985,Hspa4,4.1281662016761275e-05
1986,Hspa4l,5.75544988374737e-05
1987,Hspa5,0.0002122319141689316
1988,Hspa8,0.0004256309740254755
1989,Hspa9,0.00016343721765536406
1990,Hspb1,0.002175186236285937
1991,Hspd1,0.000115941283265988
1992,Hspe1,0.00015329543100212889
1993,Hspg2,0.0003900479427309003
1994,Htatip2,1.6632524880391598e-05
1995,Htatsf1,3.0283109260094575e-05
1996,Htra1,0.00010013140945340848
1997,Htra3,0.00022030264078643318
1998,Huwe1,3.9750204194537415e-05
1999,Hyal2,4.51243901532338e-05
2000,Hyi,3.076818664192027e-05
2001,Iah1,6.867222153204887e-05
2002,Iapp,0.0003047103691247653
2003,Ibtk,2.015768602432845e-05
2004,Icam1,1.7704381132772764e-05
2005,Icam2,0.0009081639819280089
2006,Icos,3.958964645666465e-05
2007,Ict1,5.607250646597462e-05
2008,Id1,0.00011828377563723046
2009,Id2,0.0007136728290879829
2010,Id3,0.0008636801792725328
2011,Idh1,0.0012933567343123107
2012,Idh2,0.0008818142179749134
2013,Idh3a,9.632970104112315e-05
2014,Idh3b,0.0001398563887123444
2015,Idh3g,0.00013081536778311606
2016,Idua,4.5408656931646495e-05
2017,Ier2,0.00018574262227631291
2018,Ier3,0.000290997526246789
2019,Ier3ip1,5.7330419495331804e-05
2020,Ier5,0.00023714046495813988
2021,Ifi203,6.031076396480132e-05
2022,Ifi27l1,0.00011976007156949784
2023,Ifi27l2a,6.64312272434516e-05
2024,Ifi30,9.789535204072262e-05
2025,Ifi35,5.7784819577622316e-05
2026,Ifi44,0.0005605361752063831
2027,Ifi47,3.9596056732466596e-05
2028,Ifit3,5.344014841473677e-05
2029,Ifitm1,0.0001221053427261954
2030,Ifitm2,0.0011465305415970578
2031,Ifitm3,0.0040622574674529085
2032,Ifnar2,6.473656613765585e-05
2033,Ifng,7.510550233196355e-05
2034,Ifngr1,0.00048332752660043375
2035,Ifngr2,0.00014501107726616917
2036,Ifrd1,7.996180777902417e-05
2037,Ift46,9.498818061994328e-05
2038,Ift57,7.428883638330073e-05
2039,Ift81,1.130466362512845e-05
2040,Igbp1,4.6509381650564496e-05
2041,Igf1r,5.667365778779178e-05
2042,Igf2r,5.4543004685681384e-05
2043,Igfbp2,4.832443023708431e-05
2044,Igfbp3,0.0001869345568582068
2045,Igfbp4,0.0005470072990432951
2046,Igfbp5,0.0007440298611589521
2047,Igfbp6,0.0002652804107420372
2048,Igfbp7,0.0007272503159928207
2049,Igsf11,9.677139215757013e-05
2050,Igsf6,5.120745065670943e-05
2051,Igtp,5.425260952143276e-05
2052,Iigp1,0.0005537099033735829
2053,Ik,7.269969226677855e-05
2054,Ikzf1,5.7735544084271555e-05
2055,Ikzf3,0.00011780470121198935
2056,Il10ra,0.0002341077606947395
2057,Il10rb,9.881923456010141e-05
2058,Il16,6.01256921769087e-05
2059,Il18r1,2.2524372331950654e-05
2060,Il1b,0.0012212588833744155
2061,Il21r,7.662037476396928e-05
2062,Il27ra,2.0614853448395206e-05
2063,Il2rb,0.0008845858375699246
2064,Il2rg,0.00039242531631980445
2065,Il6ra,9.020575987095328e-05
2066,Il6st,7.11998303171733e-05
2067,Il7r,6.699759379302619e-05
2068,Ildr2,4.857857768705372e-05
2069,Ilf3,5.0060912361228605e-05
2070,Ilk,8.911060243867919e-05
2071,Ilkap,2.7309222484465383e-05
2072,Immp1l,4.424720878220345e-05
2073,Immt,6.685514676116946e-05
2074,Imp4,3.5071899469282764e-05
2075,Impa1,2.7749680655900103e-05
2076,Impa2,2.9849676755525963e-05
2077,Impact,6.443911425347632e-05
2078,Impdh1,1.6984828452352156e-05
2079,Impdh2,6.62182291212586e-05
2080,Incenp,5.370524433626087e-05
2081,Ing1,4.703489159985627e-05
2082,Ing4,4.4801854736774326e-05
2083,Inmt,0.0015509432817998703
2084,Inpp4a,6.202736578318057e-05
2085,Inpp5d,7.380462636841906e-05
2086,Inpp5e,4.55756156666071e-05
2087,Ins1,0.00023058251249681274
2088,Ins2,0.00021029573166344402
2089,Insig1,5.713022355638736e-05
2090,Ipmk,1.0657048989157237e-05
2091,Ipo4,8.220485328931994e-05
2092,Iqcc,2.456071993489442e-05
2093,Iqgap1,0.00040575176920283054
2094,Iqgap2,5.744204266178121e-05
2095,Iqsec1,5.310597116948454e-05
2096,Irak1,8.48657651383951e-05
2097,Irak1bp1,2.929123103697725e-05
2098,Irak2,4.4240852351444636e-05
2099,Irf1,0.00021628816674320784
2100,Irf2bp2,8.242280896021513e-05
2101,Irf5,0.00040141034000922406
2102,Irf7,5.0602588762656746e-05
2103,Irf8,5.860653607287785e-05
2104,Irgm1,8.328022572015828e-05
2105,Irgm2,7.652204795808058e-05
2106,Irx2,1.6689304009447922e-06
2107,Irx3,0.00021648611700602005
2108,Isca1,3.314251773521281e-05
2109,Iscu,0.00011108589020011325
2110,Isg20,5.887226353721774e-05
2111,Islr,8.381218755472523e-05
2112,Isoc1,5.2106482827048435e-05
2113,Isy1,3.957854487743534e-05
2114,Isyna1,6.89608778325175e-05
2115,Itfg1,5.3592615693288505e-05
2116,Itga1,3.529994829465295e-05
2117,Itga4,7.04985368168842e-05
2118,Itga6,4.814796869970944e-05
2119,Itgal,0.00020651401060536124
2120,Itgam,4.732757227452728e-05
2121,Itgav,5.48170024594743e-05
2122,Itgax,9.569287965277551e-05
2123,Itgb1,0.00017649349623642167
2124,Itgb2,0.0005165856755946407
2125,Itgb5,9.078035643494813e-05
2126,Itgb6,5.237463031847799e-05
2127,Itgb7,0.00023328011735656673
2128,Itih5,4.5903290144819836e-05
2129,Itk,9.415118606208703e-05
2130,Itm2a,9.808994252434423e-05
2131,Itm2b,0.0007920699247143057
2132,Itm2c,8.667890410773705e-05
2133,Itpa,3.778946321377196e-05
2134,Itpr1,6.063170375058515e-05
2135,Itpr2,0.00011686099151340652
2136,Itprip,1.1418167068190062e-05
2137,Ivd,5.6113452523859255e-05
2138,Ivl,5.688704039328897e-05
2139,Ivns1abp,0.00014230429678294978
2140,Iws1,4.942767572823147e-05
2141,Jagn1,3.077712381361045e-05
2142,Jak1,9.351247951599646e-05
